# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995085_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995085.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995085.bam
PA1094	refseq|NC_002516.2|chromosome	1185060	1186484	+	1425	13256
PA1095	refseq|NC_002516.2|chromosome	1186606	1186986	+	381	2306
PA1096	refseq|NC_002516.2|chromosome	1187009	1187305	+	297	1161
PA1097	refseq|NC_002516.2|chromosome	1187587	1189059	+	1473	9150
PA1098	refseq|NC_002516.2|chromosome	1189172	1190380	+	1209	2958
PA1099	refseq|NC_002516.2|chromosome	1190385	1191806	+	1422	2278
PA1100	refseq|NC_002516.2|chromosome	1192053	1192382	+	330	1301
PA1101	refseq|NC_002516.2|chromosome	1192405	1194201	+	1797	3038
PA1102	refseq|NC_002516.2|chromosome	1194207	1195223	+	1017	4023
PA1103	refseq|NC_002516.2|chromosome	1195225	1196031	+	807	2145
PA1104	refseq|NC_002516.2|chromosome	1196021	1197376	+	1356	1358
PA1105	refseq|NC_002516.2|chromosome	1197390	1197833	+	444	385
PA1106	refseq|NC_002516.2|chromosome	1197838	1198551	-	714	1770
PA1107	refseq|NC_002516.2|chromosome	1198750	1199946	-	1197	817
PA1108	refseq|NC_002516.2|chromosome	1200063	1201220	-	1158	194
PA1109	refseq|NC_002516.2|chromosome	1201310	1202089	+	780	500
PA1110	refseq|NC_002516.2|chromosome	1202094	1202804	-	711	399
PA1111	refseq|NC_002516.2|chromosome	1202917	1203540	+	624	544
PA1112	refseq|NC_002516.2|chromosome	1203633	1204781	+	1149	1272
PA1112.1	refseq|NC_002516.2|chromosome	1205031	1205330	-	300	1594
PA1113	refseq|NC_002516.2|chromosome	1205771	1207537	+	1767	1016
PA1114	refseq|NC_002516.2|chromosome	1207540	1207875	-	336	452
PA1115	refseq|NC_002516.2|chromosome	1207979	1210303	-	2325	3966
PA1116	refseq|NC_002516.2|chromosome	1210558	1211397	+	840	806
PA1117	refseq|NC_002516.2|chromosome	1211407	1211781	-	375	1085
PA1118	refseq|NC_002516.2|chromosome	1211888	1212571	-	684	3060
PA1119	refseq|NC_002516.2|chromosome	1212717	1213223	-	507	962
PA1120	refseq|NC_002516.2|chromosome	1213195	1214502	-	1308	880
PA1121	refseq|NC_002516.2|chromosome	1214502	1215074	-	573	878
PA1122	refseq|NC_002516.2|chromosome	1215284	1215727	+	444	2014
PA1123	refseq|NC_002516.2|chromosome	1216120	1216440	-	321	306
PA1124	refseq|NC_002516.2|chromosome	1216671	1218167	+	1497	3831
PA1125	refseq|NC_002516.2|chromosome	1218181	1218933	+	753	1514
PA1126	refseq|NC_002516.2|chromosome	1218940	1219527	-	588	575
PA1127	refseq|NC_002516.2|chromosome	1219621	1220610	-	990	1389
PA1128	refseq|NC_002516.2|chromosome	1220745	1221656	+	912	617
PA1129	refseq|NC_002516.2|chromosome	1221691	1222098	+	408	247
PA1130	refseq|NC_002516.2|chromosome	1222095	1223072	-	978	662
PA1131	refseq|NC_002516.2|chromosome	1223060	1224328	-	1269	671
PA1132	refseq|NC_002516.2|chromosome	1224641	1225330	+	690	881
PA1133	refseq|NC_002516.2|chromosome	1225340	1225690	-	351	172
PA1134	refseq|NC_002516.2|chromosome	1225757	1226278	-	522	315
PA1135	refseq|NC_002516.2|chromosome	1226427	1227302	-	876	6544
PA1136	refseq|NC_002516.2|chromosome	1227474	1228205	+	732	969
PA1137	refseq|NC_002516.2|chromosome	1228212	1229198	-	987	394
PA1138	refseq|NC_002516.2|chromosome	1229344	1230219	+	876	759
PA1139	refseq|NC_002516.2|chromosome	1230310	1231158	+	849	567
PA1140	refseq|NC_002516.2|chromosome	1231256	1232092	-	837	1798
PA1141	refseq|NC_002516.2|chromosome	1232229	1233131	-	903	631
PA1142	refseq|NC_002516.2|chromosome	1233297	1234013	-	717	617
PA1143	refseq|NC_002516.2|chromosome	1234095	1234748	-	654	76
PA1144	refseq|NC_002516.2|chromosome	1234816	1236150	-	1335	173
PA1145	refseq|NC_002516.2|chromosome	1236644	1237546	+	903	492
PA1146	refseq|NC_002516.2|chromosome	1237551	1238732	-	1182	164
PA1147	refseq|NC_002516.2|chromosome	1238834	1240324	-	1491	629
PA1148	refseq|NC_002516.2|chromosome	1240584	1242500	-	1917	368
PA1149	refseq|NC_002516.2|chromosome	1242750	1243118	-	369	159
PA1150	refseq|NC_002516.2|chromosome	1243594	1245663	+	2070	3453
PA1151	refseq|NC_002516.2|chromosome	1245665	1245928	+	264	18976
PA1152	refseq|NC_002516.2|chromosome	1246444	1246788	+	345	846
PA1153	refseq|NC_002516.2|chromosome	1247932	1248486	-	555	360
PA1154	refseq|NC_002516.2|chromosome	1249019	1249552	-	534	405
PA1155	refseq|NC_002516.2|chromosome	1249907	1251154	-	1248	9877
PA1156	refseq|NC_002516.2|chromosome	1251418	1254309	-	2892	14524
PA1157	refseq|NC_002516.2|chromosome	1255042	1255752	+	711	1843
PA1158	refseq|NC_002516.2|chromosome	1256094	1257452	+	1359	914
PA1159	refseq|NC_002516.2|chromosome	1257772	1257981	+	210	13923
PA1160	refseq|NC_002516.2|chromosome	1258087	1258470	-	384	922
PA1161	refseq|NC_002516.2|chromosome	1258488	1259291	-	804	290
PA1162	refseq|NC_002516.2|chromosome	1259291	1260442	-	1152	869
PA1163	refseq|NC_002516.2|chromosome	1260557	1263166	-	2610	1337
PA1164	refseq|NC_002516.2|chromosome	1263378	1264190	+	813	914
PA1165	refseq|NC_002516.2|chromosome	1264191	1264919	-	729	453
PA1166	refseq|NC_002516.2|chromosome	1265147	1265935	-	789	961
PA1167	refseq|NC_002516.2|chromosome	1266111	1266782	+	672	909
PA1168	refseq|NC_002516.2|chromosome	1267282	1267602	+	321	94
PA1169	refseq|NC_002516.2|chromosome	1267680	1269737	+	2058	907
PA1170	refseq|NC_002516.2|chromosome	1269781	1270515	-	735	351
PA1171	refseq|NC_002516.2|chromosome	1270972	1272168	+	1197	2060
PA1172	refseq|NC_002516.2|chromosome	1272200	1272796	-	597	268
PA1173	refseq|NC_002516.2|chromosome	1272807	1273298	-	492	119
PA1174	refseq|NC_002516.2|chromosome	1273309	1275798	-	2490	1071
PA1175	refseq|NC_002516.2|chromosome	1275795	1276124	-	330	368
PA1176	refseq|NC_002516.2|chromosome	1276117	1276608	-	492	378
PA1177	refseq|NC_002516.2|chromosome	1276617	1276784	-	168	283
PA1178	refseq|NC_002516.2|chromosome	1277006	1277608	+	603	299318
PA1179	refseq|NC_002516.2|chromosome	1277688	1278365	+	678	22993
PA1180	refseq|NC_002516.2|chromosome	1278362	1279708	+	1347	9667
PA1181	refseq|NC_002516.2|chromosome	1279810	1283172	+	3363	3321
PA1182	refseq|NC_002516.2|chromosome	1283176	1284177	-	1002	1010
PA1183	refseq|NC_002516.2|chromosome	1284513	1285823	+	1311	3378
PA1184	refseq|NC_002516.2|chromosome	1285898	1286788	-	891	836
PA1185	refseq|NC_002516.2|chromosome	1286990	1287619	+	630	286
PA1186	refseq|NC_002516.2|chromosome	1287616	1288635	+	1020	162
PA1187	refseq|NC_002516.2|chromosome	1288737	1289876	+	1140	386
PA1188	refseq|NC_002516.2|chromosome	1289965	1291146	+	1182	2137
PA1189	refseq|NC_002516.2|chromosome	1291148	1291645	-	498	321
PA1190	refseq|NC_002516.2|chromosome	1291813	1292412	-	600	2598
PA1191	refseq|NC_002516.2|chromosome	1292571	1293164	-	594	398
PA1192	refseq|NC_002516.2|chromosome	1293267	1294091	+	825	1175
PA1193	refseq|NC_002516.2|chromosome	1294138	1294809	+	672	406
PA1194	refseq|NC_002516.2|chromosome	1294811	1296229	-	1419	143
PA1195	refseq|NC_002516.2|chromosome	1296334	1297098	-	765	225
PA1196	refseq|NC_002516.2|chromosome	1297309	1298709	+	1401	397
PA1197	refseq|NC_002516.2|chromosome	1298722	1299492	+	771	413
PA1198	refseq|NC_002516.2|chromosome	1299558	1300175	+	618	4264
PA1199	refseq|NC_002516.2|chromosome	1300258	1300791	+	534	1530
PA1200	refseq|NC_002516.2|chromosome	1300811	1301473	+	663	735
PA1201	refseq|NC_002516.2|chromosome	1301481	1302395	-	915	853
PA1202	refseq|NC_002516.2|chromosome	1302696	1303313	+	618	2081
PA1203	refseq|NC_002516.2|chromosome	1303457	1303864	+	408	371
PA1204	refseq|NC_002516.2|chromosome	1303892	1304449	+	558	1286
PA1205	refseq|NC_002516.2|chromosome	1304476	1305423	+	948	1520
PA1206	refseq|NC_002516.2|chromosome	1305583	1306056	+	474	676
PA1207	refseq|NC_002516.2|chromosome	1306059	1307900	+	1842	1631
PA1208	refseq|NC_002516.2|chromosome	1308067	1309566	+	1500	833
PA1209	refseq|NC_002516.2|chromosome	1309583	1310518	-	936	1118
PA1210	refseq|NC_002516.2|chromosome	1310688	1311386	-	699	382
PA1211	refseq|NC_002516.2|chromosome	1311504	1312139	-	636	155
PA1212	refseq|NC_002516.2|chromosome	1312136	1313365	-	1230	237
PA1213	refseq|NC_002516.2|chromosome	1313362	1314321	-	960	109
PA1214	refseq|NC_002516.2|chromosome	1314318	1315916	-	1599	121
PA1215	refseq|NC_002516.2|chromosome	1315916	1317202	-	1287	203
PA1216	refseq|NC_002516.2|chromosome	1317404	1318150	-	747	180
PA1217	refseq|NC_002516.2|chromosome	1318147	1319514	-	1368	754
PA1218	refseq|NC_002516.2|chromosome	1319511	1320389	-	879	259
PA1219	refseq|NC_002516.2|chromosome	1320386	1321000	-	615	44
PA1220	refseq|NC_002516.2|chromosome	1320994	1322256	-	1263	103
PA1221	refseq|NC_002516.2|chromosome	1322253	1324109	-	1857	304
PA1222	refseq|NC_002516.2|chromosome	1324793	1325950	-	1158	1477
PA1223	refseq|NC_002516.2|chromosome	1326046	1326939	-	894	836
PA1224	refseq|NC_002516.2|chromosome	1327024	1327803	+	780	877
PA1225	refseq|NC_002516.2|chromosome	1327813	1328439	-	627	3346
PA1226	refseq|NC_002516.2|chromosome	1328545	1329153	+	609	862
PA1227	refseq|NC_002516.2|chromosome	1329192	1330040	+	849	421
PA1228	refseq|NC_002516.2|chromosome	1330117	1330467	-	351	118
PA1229	refseq|NC_002516.2|chromosome	1330577	1331383	-	807	451
PA1230	refseq|NC_002516.2|chromosome	1331517	1331714	+	198	85
PA1231	refseq|NC_002516.2|chromosome	1331727	1332635	+	909	62
PA1232	refseq|NC_002516.2|chromosome	1332635	1334674	+	2040	243
PA1233	refseq|NC_002516.2|chromosome	1334671	1334928	+	258	119
PA1234	refseq|NC_002516.2|chromosome	1334950	1335453	-	504	340
PA1235	refseq|NC_002516.2|chromosome	1335645	1336427	+	783	633
PA1236	refseq|NC_002516.2|chromosome	1336430	1337941	-	1512	260
PA1237	refseq|NC_002516.2|chromosome	1337931	1339082	-	1152	187
PA1238	refseq|NC_002516.2|chromosome	1339079	1340527	-	1449	174
PA1239	refseq|NC_002516.2|chromosome	1340910	1341794	-	885	254
PA1240	refseq|NC_002516.2|chromosome	1341851	1342648	-	798	567
PA1241	refseq|NC_002516.2|chromosome	1342813	1343373	+	561	289
PA1242	refseq|NC_002516.2|chromosome	1343453	1345225	+	1773	521
PA1243	refseq|NC_002516.2|chromosome	1345248	1347824	-	2577	1810
PA1244	refseq|NC_002516.2|chromosome	1348060	1348401	-	342	7885
PA1245	refseq|NC_002516.2|chromosome	1349416	1350660	+	1245	1678
PA1246	refseq|NC_002516.2|chromosome	1350747	1352528	+	1782	1038
PA1247	refseq|NC_002516.2|chromosome	1352525	1353823	+	1299	632
PA1248	refseq|NC_002516.2|chromosome	1353827	1355272	+	1446	980
PA1249	refseq|NC_002516.2|chromosome	1355631	1357070	+	1440	1486
PA1250	refseq|NC_002516.2|chromosome	1357317	1357712	+	396	1050
PA1251	refseq|NC_002516.2|chromosome	1357725	1359350	-	1626	506
PA1252	refseq|NC_002516.2|chromosome	1359590	1360594	+	1005	645
PA1253	refseq|NC_002516.2|chromosome	1360698	1362278	-	1581	340
PA1254	refseq|NC_002516.2|chromosome	1362371	1363288	-	918	174
PA1255	refseq|NC_002516.2|chromosome	1363439	1364473	-	1035	487
PA1256	refseq|NC_002516.2|chromosome	1364499	1365221	-	723	299
PA1257	refseq|NC_002516.2|chromosome	1365218	1365862	-	645	178
PA1258	refseq|NC_002516.2|chromosome	1365873	1366538	-	666	115
PA1259	refseq|NC_002516.2|chromosome	1366538	1368280	-	1743	711
PA1260	refseq|NC_002516.2|chromosome	1368339	1369160	-	822	2187
PA1261	refseq|NC_002516.2|chromosome	1369418	1370092	-	675	899
PA1262	refseq|NC_002516.2|chromosome	1370257	1371699	-	1443	482
PA1263	refseq|NC_002516.2|chromosome	1371738	1372682	+	945	2452
PA1264	refseq|NC_002516.2|chromosome	1372979	1373845	-	867	832
PA1265	refseq|NC_002516.2|chromosome	1373945	1374847	+	903	55
PA1266	refseq|NC_002516.2|chromosome	1374844	1376097	-	1254	99
PA1266.1	refseq|NC_002516.2|chromosome	1376094	1376330	-	237	5
PA1267	refseq|NC_002516.2|chromosome	1376327	1377442	-	1116	61
PA1268	refseq|NC_002516.2|chromosome	1377439	1378383	-	945	68
PA1269	refseq|NC_002516.2|chromosome	1378500	1379168	-	669	367
PA1270	refseq|NC_002516.2|chromosome	1379413	1381452	+	2040	340
PA1271	refseq|NC_002516.2|chromosome	1381804	1383654	+	1851	586
PA1272	refseq|NC_002516.2|chromosome	1383718	1384329	+	612	322
PA1273	refseq|NC_002516.2|chromosome	1384361	1385668	+	1308	370
PA1274	refseq|NC_002516.2|chromosome	1385670	1386326	+	657	82
PA1275	refseq|NC_002516.2|chromosome	1386323	1387261	+	939	99
PA1276	refseq|NC_002516.2|chromosome	1387254	1388249	+	996	142
PA1277	refseq|NC_002516.2|chromosome	1388242	1389714	+	1473	153
PA1278	refseq|NC_002516.2|chromosome	1389707	1390228	+	522	97
PA1279	refseq|NC_002516.2|chromosome	1390225	1391280	+	1056	239
PA1280	refseq|NC_002516.2|chromosome	1391277	1391861	+	585	142
PA1281	refseq|NC_002516.2|chromosome	1391864	1392601	+	738	227
PA1282	refseq|NC_002516.2|chromosome	1392564	1394069	-	1506	1205
PA1283	refseq|NC_002516.2|chromosome	1394188	1394748	+	561	6772
PA1284	refseq|NC_002516.2|chromosome	1394779	1396599	-	1821	4538
PA1285	refseq|NC_002516.2|chromosome	1396731	1397180	+	450	476
PA1286	refseq|NC_002516.2|chromosome	1397254	1398453	+	1200	205
PA1287	refseq|NC_002516.2|chromosome	1398618	1399172	+	555	2101
PA1288	refseq|NC_002516.2|chromosome	1399231	1400505	-	1275	9161
PA1289	refseq|NC_002516.2|chromosome	1400711	1401190	-	480	867
PA1290	refseq|NC_002516.2|chromosome	1401412	1402005	-	594	898
PA1291	refseq|NC_002516.2|chromosome	1402117	1402956	+	840	459
PA1292	refseq|NC_002516.2|chromosome	1402981	1403835	-	855	2654
PA1293	refseq|NC_002516.2|chromosome	1404136	1405197	-	1062	1828
PA1294	refseq|NC_002516.2|chromosome	1405338	1406462	+	1125	1015
PA1295	refseq|NC_002516.2|chromosome	1406459	1406752	+	294	344
PA1296	refseq|NC_002516.2|chromosome	1407007	1407939	+	933	2784
PA1297	refseq|NC_002516.2|chromosome	1407951	1408931	-	981	5734
PA1298	refseq|NC_002516.2|chromosome	1408999	1409274	+	276	762
PA1299	refseq|NC_002516.2|chromosome	1409351	1409800	+	450	2167
PA1300	refseq|NC_002516.2|chromosome	1409949	1410476	+	528	2123
PA1301	refseq|NC_002516.2|chromosome	1410473	1411456	+	984	1657
PA1302	refseq|NC_002516.2|chromosome	1411585	1414140	+	2556	1398
PA1303	refseq|NC_002516.2|chromosome	1414147	1414686	-	540	186
PA1304	refseq|NC_002516.2|chromosome	1414763	1416814	-	2052	1210
PA1305	refseq|NC_002516.2|chromosome	1416963	1417436	+	474	2088
PA1306	refseq|NC_002516.2|chromosome	1417500	1417961	+	462	1079
PA1307	refseq|NC_002516.2|chromosome	1417965	1418738	+	774	1762
PA1308	refseq|NC_002516.2|chromosome	1418765	1419289	+	525	1401
PA1309	refseq|NC_002516.2|chromosome	1419298	1420158	-	861	1234
PA1310	refseq|NC_002516.2|chromosome	1420326	1421441	+	1116	431
PA1311	refseq|NC_002516.2|chromosome	1421477	1422304	+	828	411
PA1312	refseq|NC_002516.2|chromosome	1422355	1423266	-	912	501
PA1313	refseq|NC_002516.2|chromosome	1423374	1424732	+	1359	279
PA1314	refseq|NC_002516.2|chromosome	1424746	1425132	+	387	334
PA1315	refseq|NC_002516.2|chromosome	1425140	1425754	-	615	888
PA1316	refseq|NC_002516.2|chromosome	1425912	1427453	+	1542	776
PA1317	refseq|NC_002516.2|chromosome	1428080	1429075	+	996	419
PA1318	refseq|NC_002516.2|chromosome	1429082	1431058	+	1977	628
PA1319	refseq|NC_002516.2|chromosome	1431062	1431691	+	630	105
PA1320	refseq|NC_002516.2|chromosome	1431691	1432026	+	336	94
PA1321	refseq|NC_002516.2|chromosome	1432037	1432927	+	891	350
PA1322	refseq|NC_002516.2|chromosome	1433166	1435364	+	2199	463
PA1323	refseq|NC_002516.2|chromosome	1435493	1435825	+	333	596
PA1324	refseq|NC_002516.2|chromosome	1435885	1436397	+	513	1006
PA1324.1	refseq|NC_002516.2|chromosome	1436491	1436618	+	128	67
PA1325	refseq|NC_002516.2|chromosome	1436663	1437070	+	408	86
PA1326	refseq|NC_002516.2|chromosome	1437067	1438614	+	1548	272
PA1327	refseq|NC_002516.2|chromosome	1438706	1440676	+	1971	2194
PA1328	refseq|NC_002516.2|chromosome	1440639	1441547	-	909	873
PA1329	refseq|NC_002516.2|chromosome	1441632	1442063	+	432	100
PA1330	refseq|NC_002516.2|chromosome	1442069	1442848	+	780	723
PA1331	refseq|NC_002516.2|chromosome	1442904	1444451	-	1548	1522
PA1332	refseq|NC_002516.2|chromosome	1444720	1445271	-	552	589
PA1333	refseq|NC_002516.2|chromosome	1445405	1445611	-	207	659
PA1334	refseq|NC_002516.2|chromosome	1445806	1446918	-	1113	322
PA1335	refseq|NC_002516.2|chromosome	1447226	1448503	-	1278	826
PA1336	refseq|NC_002516.2|chromosome	1448548	1450449	-	1902	983
PA1337	refseq|NC_002516.2|chromosome	1450545	1451633	-	1089	7615
PA1338	refseq|NC_002516.2|chromosome	1451719	1453392	-	1674	4918
PA1339	refseq|NC_002516.2|chromosome	1453470	1454204	-	735	3054
PA1340	refseq|NC_002516.2|chromosome	1454201	1454869	-	669	1988
PA1341	refseq|NC_002516.2|chromosome	1454866	1455612	-	747	1928
PA1342	refseq|NC_002516.2|chromosome	1455815	1456723	-	909	24173
PA1343	refseq|NC_002516.2|chromosome	1457175	1457633	+	459	460
PA1344	refseq|NC_002516.2|chromosome	1457729	1458523	+	795	1461
PA1345	refseq|NC_002516.2|chromosome	1458707	1460296	+	1590	739
PA1346	refseq|NC_002516.2|chromosome	1460307	1461854	-	1548	137
PA1347	refseq|NC_002516.2|chromosome	1461938	1462630	-	693	166
PA1348	refseq|NC_002516.2|chromosome	1462696	1463403	+	708	682
PA1349	refseq|NC_002516.2|chromosome	1463586	1463936	+	351	253
PA1350	refseq|NC_002516.2|chromosome	1464111	1464860	+	750	622
PA1351	refseq|NC_002516.2|chromosome	1464878	1466101	+	1224	220
PA1352	refseq|NC_002516.2|chromosome	1466109	1467320	-	1212	92
PA1353	refseq|NC_002516.2|chromosome	1467488	1467901	-	414	1036
PA1354	refseq|NC_002516.2|chromosome	1467938	1468363	-	426	898
PA1355	refseq|NC_002516.2|chromosome	1468510	1468890	+	381	132
PA1356	refseq|NC_002516.2|chromosome	1468913	1470019	+	1107	452
PA1357	refseq|NC_002516.2|chromosome	1470088	1470564	+	477	369
PA1358	refseq|NC_002516.2|chromosome	1470580	1470978	-	399	450
PA1359	refseq|NC_002516.2|chromosome	1471016	1471672	-	657	280
PA1360	refseq|NC_002516.2|chromosome	1471671	1472564	+	894	318
PA1361	refseq|NC_002516.2|chromosome	1472547	1473980	-	1434	976
PA1362	refseq|NC_002516.2|chromosome	1474391	1474714	+	324	308
PA1363	refseq|NC_002516.2|chromosome	1474727	1475467	+	741	747
PA1364	refseq|NC_002516.2|chromosome	1475464	1476306	+	843	308
PA1365	refseq|NC_002516.2|chromosome	1476384	1478825	+	2442	1726
PA1366	refseq|NC_002516.2|chromosome	1479021	1479791	-	771	3076
PA1367	refseq|NC_002516.2|chromosome	1480215	1481051	-	837	529
PA1368	refseq|NC_002516.2|chromosome	1481334	1482758	-	1425	1046
PA1369	refseq|NC_002516.2|chromosome	1483123	1483875	+	753	683
PA1370	refseq|NC_002516.2|chromosome	1483898	1485763	+	1866	2442
PA1371	refseq|NC_002516.2|chromosome	1486266	1486967	-	702	4466
PA1372	refseq|NC_002516.2|chromosome	1486960	1489095	-	2136	18794
PA1373	refseq|NC_002516.2|chromosome	1489815	1491083	-	1269	2107
PA1374	refseq|NC_002516.2|chromosome	1491192	1491698	+	507	527
PA1375	refseq|NC_002516.2|chromosome	1491913	1493055	+	1143	1756
PA1376	refseq|NC_002516.2|chromosome	1493090	1494823	-	1734	5893
PA1377	refseq|NC_002516.2|chromosome	1494959	1495492	+	534	2169
PA1378	refseq|NC_002516.2|chromosome	1495635	1495997	+	363	536
PA1379	refseq|NC_002516.2|chromosome	1496087	1496920	-	834	351
PA1380	refseq|NC_002516.2|chromosome	1497012	1497977	+	966	2180
PA1381	refseq|NC_002516.2|chromosome	1498338	1498829	+	492	303
PA1382	refseq|NC_002516.2|chromosome	1498813	1501092	+	2280	7655
PA1383	refseq|NC_002516.2|chromosome	1501611	1503416	+	1806	2718
PA1384	refseq|NC_002516.2|chromosome	1503568	1504581	+	1014	446
PA1385	refseq|NC_002516.2|chromosome	1504605	1505729	+	1125	947
PA1386	refseq|NC_002516.2|chromosome	1505749	1507017	+	1269	847
PA1387	refseq|NC_002516.2|chromosome	1507164	1508720	+	1557	2560
PA1388	refseq|NC_002516.2|chromosome	1508737	1509465	+	729	338
PA1389	refseq|NC_002516.2|chromosome	1509562	1511046	+	1485	569
PA1390	refseq|NC_002516.2|chromosome	1511232	1512266	+	1035	523
PA1391	refseq|NC_002516.2|chromosome	1512260	1514035	+	1776	487
PA1392	refseq|NC_002516.2|chromosome	1514036	1515280	+	1245	1004
PA1393	refseq|NC_002516.2|chromosome	1515337	1515927	-	591	337
PA1394	refseq|NC_002516.2|chromosome	1516433	1516687	+	255	120
PA1395	refseq|NC_002516.2|chromosome	1516703	1517119	+	417	101
PA1396	refseq|NC_002516.2|chromosome	1517146	1518768	-	1623	409
PA1397	refseq|NC_002516.2|chromosome	1518914	1519546	+	633	731
PA1398	refseq|NC_002516.2|chromosome	1519627	1519968	+	342	360
PA1399	refseq|NC_002516.2|chromosome	1519984	1520904	-	921	288
PA1400	refseq|NC_002516.2|chromosome	1521109	1524396	+	3288	644
PA1401	refseq|NC_002516.2|chromosome	1524424	1524831	-	408	526
PA1402	refseq|NC_002516.2|chromosome	1524909	1525574	-	666	455
PA1403	refseq|NC_002516.2|chromosome	1525667	1526299	+	633	461
PA1404	refseq|NC_002516.2|chromosome	1526430	1526657	-	228	272
PA1405	refseq|NC_002516.2|chromosome	1527191	1528783	+	1593	785
PA1406	refseq|NC_002516.2|chromosome	1528803	1529561	-	759	384
PA1407	refseq|NC_002516.2|chromosome	1529597	1530538	-	942	255
PA1408	refseq|NC_002516.2|chromosome	1530605	1533028	-	2424	1602
PA1409	refseq|NC_002516.2|chromosome	1533238	1534278	+	1041	371
PA1410	refseq|NC_002516.2|chromosome	1534289	1535380	+	1092	272
PA1411	refseq|NC_002516.2|chromosome	1535586	1536497	+	912	377
PA1412	refseq|NC_002516.2|chromosome	1536457	1537650	-	1194	211
PA1413	refseq|NC_002516.2|chromosome	1537755	1538627	+	873	547
PA1414	refseq|NC_002516.2|chromosome	1538674	1538916	+	243	785
PA1415	refseq|NC_002516.2|chromosome	1538976	1539704	-	729	740
PA1416	refseq|NC_002516.2|chromosome	1539749	1541131	-	1383	455
PA1417	refseq|NC_002516.2|chromosome	1541145	1542746	-	1602	309
PA1418	refseq|NC_002516.2|chromosome	1542822	1544213	-	1392	441
PA1419	refseq|NC_002516.2|chromosome	1544307	1545818	-	1512	307
PA1420	refseq|NC_002516.2|chromosome	1545837	1546256	-	420	143
PA1421	refseq|NC_002516.2|chromosome	1546271	1547230	-	960	292
PA1422	refseq|NC_002516.2|chromosome	1547437	1548330	+	894	576
PA1423	refseq|NC_002516.2|chromosome	1548334	1549587	-	1254	661
PA1424	refseq|NC_002516.2|chromosome	1549883	1550494	+	612	473
PA1425	refseq|NC_002516.2|chromosome	1550984	1552600	+	1617	534
PA1426	refseq|NC_002516.2|chromosome	1552641	1552997	+	357	148
PA1427	refseq|NC_002516.2|chromosome	1553112	1553675	+	564	354
PA1428	refseq|NC_002516.2|chromosome	1554415	1554846	+	432	142
PA1429	refseq|NC_002516.2|chromosome	1555012	1557720	+	2709	1152
PA1430	refseq|NC_002516.2|chromosome	1558171	1558890	+	720	11209
PA1431	refseq|NC_002516.2|chromosome	1558880	1559122	-	243	5916
PA1432	refseq|NC_002516.2|chromosome	1559254	1559859	+	606	14224
PA1433	refseq|NC_002516.2|chromosome	1559966	1561918	-	1953	2207
PA1434	refseq|NC_002516.2|chromosome	1561919	1562632	-	714	453
PA1435	refseq|NC_002516.2|chromosome	1562813	1563970	+	1158	358
PA1436	refseq|NC_002516.2|chromosome	1563967	1567077	+	3111	2056
PA1437	refseq|NC_002516.2|chromosome	1567181	1567870	+	690	1260
PA1438	refseq|NC_002516.2|chromosome	1567848	1569293	+	1446	1394
PA1439	refseq|NC_002516.2|chromosome	1569302	1569709	-	408	446
PA1440	refseq|NC_002516.2|chromosome	1569721	1570308	-	588	5223
PA1441	refseq|NC_002516.2|chromosome	1570496	1571779	+	1284	1466
PA1442	refseq|NC_002516.2|chromosome	1572023	1572544	+	522	572
PA1443	refseq|NC_002516.2|chromosome	1572552	1573523	+	972	2489
PA1444	refseq|NC_002516.2|chromosome	1573551	1574024	+	474	983
PA1445	refseq|NC_002516.2|chromosome	1574026	1574478	+	453	714
PA1446	refseq|NC_002516.2|chromosome	1574475	1575242	+	768	968
PA1447	refseq|NC_002516.2|chromosome	1575290	1575559	+	270	319
PA1448	refseq|NC_002516.2|chromosome	1575559	1576335	+	777	360
PA1449	refseq|NC_002516.2|chromosome	1576338	1577474	+	1137	426
PA1450	refseq|NC_002516.2|chromosome	1577547	1578806	+	1260	304
PA1451	refseq|NC_002516.2|chromosome	1578839	1580182	+	1344	300
PA1452	refseq|NC_002516.2|chromosome	1580321	1582444	+	2124	2184
PA1453	refseq|NC_002516.2|chromosome	1582528	1583817	+	1290	5315
PA1454	refseq|NC_002516.2|chromosome	1583956	1584798	+	843	6859
PA1455	refseq|NC_002516.2|chromosome	1584795	1585538	+	744	4423
PA1456	refseq|NC_002516.2|chromosome	1585640	1586014	+	375	2895
PA1457	refseq|NC_002516.2|chromosome	1586034	1586822	+	789	4761
PA1458	refseq|NC_002516.2|chromosome	1587023	1589284	+	2262	6201
PA1459	refseq|NC_002516.2|chromosome	1589338	1590444	+	1107	2731
PA1460	refseq|NC_002516.2|chromosome	1590533	1591273	+	741	927
PA1461	refseq|NC_002516.2|chromosome	1591286	1592176	+	891	1161
PA1462	refseq|NC_002516.2|chromosome	1592271	1593059	+	789	3248
PA1463	refseq|NC_002516.2|chromosome	1593151	1594041	+	891	2653
PA1464	refseq|NC_002516.2|chromosome	1594087	1594566	+	480	6326
PA1465	refseq|NC_002516.2|chromosome	1594597	1595004	+	408	722
