# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995086_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995086.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995086.bam
PA0879	refseq|NC_002516.2|chromosome	961370	962530	+	1161	317
PA0880	refseq|NC_002516.2|chromosome	962545	962925	+	381	33
PA0881	refseq|NC_002516.2|chromosome	962964	964316	+	1353	128
PA0882	refseq|NC_002516.2|chromosome	964372	965574	+	1203	148
PA0883	refseq|NC_002516.2|chromosome	965585	966412	+	828	195
PA0884	refseq|NC_002516.2|chromosome	966526	967521	+	996	438
PA0885	refseq|NC_002516.2|chromosome	967570	968208	+	639	211
PA0886	refseq|NC_002516.2|chromosome	968205	969488	+	1284	444
PA0887	refseq|NC_002516.2|chromosome	969670	971625	+	1956	7601
PA0887.1	refseq|NC_002516.2|chromosome	971858	971972	+	115	620
PA0888	refseq|NC_002516.2|chromosome	972166	972945	+	780	3837
PA0889	refseq|NC_002516.2|chromosome	973064	973753	+	690	666
PA0890	refseq|NC_002516.2|chromosome	973770	974468	+	699	493
PA0891	refseq|NC_002516.2|chromosome	974482	975594	+	1113	853
PA0892	refseq|NC_002516.2|chromosome	975613	976377	+	765	639
PA0893	refseq|NC_002516.2|chromosome	976410	977399	+	990	1221
PA0894	refseq|NC_002516.2|chromosome	977420	977743	-	324	205
PA0895	refseq|NC_002516.2|chromosome	977910	979130	+	1221	2356
PA0896	refseq|NC_002516.2|chromosome	979329	980345	+	1017	887
PA0897	refseq|NC_002516.2|chromosome	980357	981379	+	1023	674
PA0898	refseq|NC_002516.2|chromosome	981422	982888	+	1467	875
PA0899	refseq|NC_002516.2|chromosome	982885	984231	+	1347	1103
PA0900	refseq|NC_002516.2|chromosome	984245	984535	+	291	1684
PA0901	refseq|NC_002516.2|chromosome	984549	985547	+	999	2582
PA0902	refseq|NC_002516.2|chromosome	985692	986696	+	1005	655
PA0903	refseq|NC_002516.2|chromosome	986818	989442	+	2625	4486
PA0904	refseq|NC_002516.2|chromosome	989590	990828	+	1239	4706
PA0905	refseq|NC_002516.2|chromosome	991013	991198	+	186	1688
PA0905.1	refseq|NC_002516.2|chromosome	991260	991350	+	91	587
PA0905.2	refseq|NC_002516.2|chromosome	991468	991544	+	77	1765
PA0905.3	refseq|NC_002516.2|chromosome	991656	991732	+	77	483
PA0906	refseq|NC_002516.2|chromosome	991830	992543	-	714	1335
PA0907	refseq|NC_002516.2|chromosome	992714	993244	+	531	2976
PA0908	refseq|NC_002516.2|chromosome	993409	993783	+	375	547
PA0909	refseq|NC_002516.2|chromosome	993776	994051	+	276	443
PA0910	refseq|NC_002516.2|chromosome	994143	994646	+	504	1679
PA0911	refseq|NC_002516.2|chromosome	994699	995151	+	453	890
PA0912	refseq|NC_002516.2|chromosome	995172	995711	-	540	449
PA0913	refseq|NC_002516.2|chromosome	996038	997486	+	1449	3159
PA0914	refseq|NC_002516.2|chromosome	997536	997928	-	393	74
PA0915	refseq|NC_002516.2|chromosome	997921	998382	-	462	80
PA0916	refseq|NC_002516.2|chromosome	998444	999766	-	1323	1527
PA0917	refseq|NC_002516.2|chromosome	1000013	1001917	+	1905	1289
PA0918	refseq|NC_002516.2|chromosome	1001972	1002520	-	549	741
PA0919	refseq|NC_002516.2|chromosome	1002681	1003964	-	1284	2117
PA0920	refseq|NC_002516.2|chromosome	1003966	1006611	-	2646	1512
PA0921	refseq|NC_002516.2|chromosome	1006860	1007219	+	360	963
PA0922	refseq|NC_002516.2|chromosome	1007234	1007548	-	315	1460
PA0922.1	refseq|NC_002516.2|chromosome	1007727	1007803	-	77	122
PA0923	refseq|NC_002516.2|chromosome	1007950	1008999	+	1050	2375
PA0924	refseq|NC_002516.2|chromosome	1009006	1010934	-	1929	997
PA0925	refseq|NC_002516.2|chromosome	1011047	1011454	-	408	317
PA0926	refseq|NC_002516.2|chromosome	1011522	1011947	-	426	531
PA0927	refseq|NC_002516.2|chromosome	1011983	1012972	-	990	741
PA0928	refseq|NC_002516.2|chromosome	1012975	1015752	-	2778	2728
PA0929	refseq|NC_002516.2|chromosome	1015938	1016657	+	720	1621
PA0930	refseq|NC_002516.2|chromosome	1016657	1017994	+	1338	1399
PA0931	refseq|NC_002516.2|chromosome	1018230	1020458	+	2229	2196
PA0932	refseq|NC_002516.2|chromosome	1020708	1021607	+	900	2088
PA0933	refseq|NC_002516.2|chromosome	1021616	1022968	+	1353	2772
PA0934	refseq|NC_002516.2|chromosome	1023053	1025296	+	2244	3273
PA0935	refseq|NC_002516.2|chromosome	1025401	1026231	+	831	2390
PA0936	refseq|NC_002516.2|chromosome	1026274	1027212	-	939	3516
PA0937	refseq|NC_002516.2|chromosome	1027445	1027984	+	540	3407
PA0938	refseq|NC_002516.2|chromosome	1028172	1029500	+	1329	4065
PA0939	refseq|NC_002516.2|chromosome	1029825	1030151	-	327	403
PA0940	refseq|NC_002516.2|chromosome	1030157	1030411	-	255	570
PA0941	refseq|NC_002516.2|chromosome	1030423	1030656	-	234	975
PA0942	refseq|NC_002516.2|chromosome	1030772	1031332	+	561	12848
PA0943	refseq|NC_002516.2|chromosome	1031386	1032102	-	717	8497
PA0944	refseq|NC_002516.2|chromosome	1032095	1032763	-	669	1696
PA0945	refseq|NC_002516.2|chromosome	1032763	1033824	-	1062	2223
PA0946	refseq|NC_002516.2|chromosome	1034038	1035075	+	1038	5972
PA0947	refseq|NC_002516.2|chromosome	1035277	1035981	+	705	2036
PA0948	refseq|NC_002516.2|chromosome	1036158	1036577	-	420	758
PA0949	refseq|NC_002516.2|chromosome	1036579	1037175	-	597	1825
PA0950	refseq|NC_002516.2|chromosome	1037172	1037525	-	354	2251
PA0951	refseq|NC_002516.2|chromosome	1037650	1038885	+	1236	966
PA0952	refseq|NC_002516.2|chromosome	1039240	1039623	-	384	755
PA0953	refseq|NC_002516.2|chromosome	1039968	1040432	+	465	2295
PA0954	refseq|NC_002516.2|chromosome	1040432	1040707	+	276	183
PA0955	refseq|NC_002516.2|chromosome	1040724	1041680	-	957	1921
PA0956	refseq|NC_002516.2|chromosome	1041689	1043404	-	1716	9049
PA0957	refseq|NC_002516.2|chromosome	1043512	1043919	+	408	467
PA0958	refseq|NC_002516.2|chromosome	1043983	1045314	-	1332	34727
PA0959	refseq|NC_002516.2|chromosome	1045832	1046461	+	630	3204
PA0960	refseq|NC_002516.2|chromosome	1046462	1046671	+	210	513
PA0961	refseq|NC_002516.2|chromosome	1046720	1046911	-	192	292
PA0962	refseq|NC_002516.2|chromosome	1047549	1048019	-	471	14307
PA0963	refseq|NC_002516.2|chromosome	1048459	1050234	+	1776	8010
PA0964	refseq|NC_002516.2|chromosome	1050301	1051047	+	747	8791
PA0965	refseq|NC_002516.2|chromosome	1051132	1051656	+	525	941
PA0966	refseq|NC_002516.2|chromosome	1051673	1052278	+	606	1216
PA0967	refseq|NC_002516.2|chromosome	1052289	1053347	+	1059	3547
PA0968	refseq|NC_002516.2|chromosome	1053400	1053846	+	447	1730
PA0969	refseq|NC_002516.2|chromosome	1053848	1054543	+	696	5286
PA0970	refseq|NC_002516.2|chromosome	1054566	1055006	+	441	2645
PA0971	refseq|NC_002516.2|chromosome	1055009	1056052	+	1044	6092
PA0972	refseq|NC_002516.2|chromosome	1056049	1057347	+	1299	17414
PA0973	refseq|NC_002516.2|chromosome	1057400	1057906	+	507	27008
PA0974	refseq|NC_002516.2|chromosome	1057916	1058740	+	825	5490
PA0975	refseq|NC_002516.2|chromosome	1058812	1059606	+	795	718
PA0976	refseq|NC_002516.2|chromosome	1059622	1060296	+	675	1122
PA0976.1	refseq|NC_002516.2|chromosome	1060356	1060431	+	76	1252
PA0977	refseq|NC_002516.2|chromosome	1060510	1060833	-	324	254
PA0978	refseq|NC_002516.2|chromosome	1061207	1062034	-	828	182
PA0979	refseq|NC_002516.2|chromosome	1062061	1062369	-	309	290
PA0980	refseq|NC_002516.2|chromosome	1062601	1062885	+	285	194
PA0981	refseq|NC_002516.2|chromosome	1062921	1063544	+	624	1432
PA0982	refseq|NC_002516.2|chromosome	1064555	1065103	-	549	1741
PA0983	refseq|NC_002516.2|chromosome	1065138	1065425	+	288	989
PA0984	refseq|NC_002516.2|chromosome	1065970	1066296	+	327	418
PA0985	refseq|NC_002516.2|chromosome	1066321	1067817	-	1497	757
PA0986	refseq|NC_002516.2|chromosome	1068193	1068456	+	264	143
PA0987	refseq|NC_002516.2|chromosome	1068489	1069331	+	843	357
PA0988	refseq|NC_002516.2|chromosome	1069769	1070173	+	405	1095
PA0989	refseq|NC_002516.2|chromosome	1070294	1070854	-	561	427
PA0990	refseq|NC_002516.2|chromosome	1071239	1071877	-	639	755
PA0991	refseq|NC_002516.2|chromosome	1072462	1072839	+	378	1107
PA0992	refseq|NC_002516.2|chromosome	1073285	1073902	+	618	836
PA0993	refseq|NC_002516.2|chromosome	1073960	1074673	+	714	296
PA0994	refseq|NC_002516.2|chromosome	1074784	1077303	+	2520	2793
PA0995	refseq|NC_002516.2|chromosome	1077383	1077904	-	522	1415
PA0996	refseq|NC_002516.2|chromosome	1078462	1080015	+	1554	25066
PA0997	refseq|NC_002516.2|chromosome	1080009	1080860	+	852	11447
PA0998	refseq|NC_002516.2|chromosome	1080853	1081899	+	1047	11022
PA0999	refseq|NC_002516.2|chromosome	1081942	1082955	+	1014	11332
PA1000	refseq|NC_002516.2|chromosome	1082949	1083854	+	906	5367
PA1001	refseq|NC_002516.2|chromosome	1083972	1085564	+	1593	10344
PA1002	refseq|NC_002516.2|chromosome	1085542	1086144	+	603	2523
PA1003	refseq|NC_002516.2|chromosome	1086097	1087095	-	999	2592
PA1004	refseq|NC_002516.2|chromosome	1087843	1088901	+	1059	3309
PA1005	refseq|NC_002516.2|chromosome	1089010	1090443	-	1434	2915
PA1006	refseq|NC_002516.2|chromosome	1090606	1090857	+	252	761
PA1007	refseq|NC_002516.2|chromosome	1090891	1091964	+	1074	1029
PA1008	refseq|NC_002516.2|chromosome	1092025	1092498	-	474	4159
PA1009	refseq|NC_002516.2|chromosome	1092510	1093067	-	558	3363
PA1010	refseq|NC_002516.2|chromosome	1093251	1094129	+	879	5875
PA1011	refseq|NC_002516.2|chromosome	1094147	1095337	+	1191	3484
PA1012	refseq|NC_002516.2|chromosome	1095276	1096034	+	759	1348
PA1013	refseq|NC_002516.2|chromosome	1096063	1096773	+	711	5374
PA1013.1	refseq|NC_002516.2|chromosome	1096867	1096956	+	90	348
PA1014	refseq|NC_002516.2|chromosome	1097296	1098288	+	993	3297
PA1015	refseq|NC_002516.2|chromosome	1098328	1099128	-	801	974
PA1016	refseq|NC_002516.2|chromosome	1099669	1100820	+	1152	1778
PA1017	refseq|NC_002516.2|chromosome	1100930	1103077	+	2148	813
PA1018	refseq|NC_002516.2|chromosome	1103061	1103927	+	867	342
PA1019	refseq|NC_002516.2|chromosome	1104009	1105364	+	1356	483
PA1020	refseq|NC_002516.2|chromosome	1105888	1107000	+	1113	546
PA1021	refseq|NC_002516.2|chromosome	1107000	1107761	+	762	295
PA1022	refseq|NC_002516.2|chromosome	1107763	1108908	+	1146	845
PA1023	refseq|NC_002516.2|chromosome	1108949	1109866	+	918	1262
PA1024	refseq|NC_002516.2|chromosome	1109882	1110868	+	987	719
PA1025	refseq|NC_002516.2|chromosome	1110947	1112197	+	1251	539
PA1026	refseq|NC_002516.2|chromosome	1112574	1113050	-	477	230
PA1027	refseq|NC_002516.2|chromosome	1113129	1114718	+	1590	1439
PA1028	refseq|NC_002516.2|chromosome	1114774	1116060	+	1287	740
PA1029	refseq|NC_002516.2|chromosome	1116213	1116500	+	288	9862
PA1030	refseq|NC_002516.2|chromosome	1116635	1117390	+	756	6779
PA1030.1	refseq|NC_002516.2|chromosome	1117532	1117609	+	78	495
PA1031	refseq|NC_002516.2|chromosome	1118158	1119519	+	1362	1933
PA1032	refseq|NC_002516.2|chromosome	1119674	1122217	-	2544	3172
PA1033	refseq|NC_002516.2|chromosome	1122340	1122981	-	642	3440
PA1034	refseq|NC_002516.2|chromosome	1123148	1123348	-	201	899
PA1035	refseq|NC_002516.2|chromosome	1123356	1123850	-	495	3872
PA1036	refseq|NC_002516.2|chromosome	1124165	1124725	+	561	3176
PA1037	refseq|NC_002516.2|chromosome	1124845	1125465	-	621	1212
PA1038	refseq|NC_002516.2|chromosome	1125548	1125865	-	318	509
PA1039	refseq|NC_002516.2|chromosome	1125865	1126338	-	474	862
PA1040	refseq|NC_002516.2|chromosome	1126341	1126838	-	498	1175
PA1041	refseq|NC_002516.2|chromosome	1126969	1127601	+	633	10270
PA1042	refseq|NC_002516.2|chromosome	1127717	1128016	+	300	356
PA1043	refseq|NC_002516.2|chromosome	1128009	1128818	+	810	702
PA1044	refseq|NC_002516.2|chromosome	1128857	1129321	-	465	332
PA1045	refseq|NC_002516.2|chromosome	1129451	1131595	+	2145	1635
PA1046	refseq|NC_002516.2|chromosome	1131674	1133947	+	2274	788
PA1047	refseq|NC_002516.2|chromosome	1134024	1135202	+	1179	1779
PA1048	refseq|NC_002516.2|chromosome	1135408	1136289	+	882	18584
PA1049	refseq|NC_002516.2|chromosome	1136388	1137035	+	648	2996
PA1050	refseq|NC_002516.2|chromosome	1137043	1138155	+	1113	832
PA1051	refseq|NC_002516.2|chromosome	1138314	1139672	+	1359	1543
PA1052	refseq|NC_002516.2|chromosome	1139714	1140859	+	1146	949
PA1053	refseq|NC_002516.2|chromosome	1141268	1141732	+	465	9763
PA1054	refseq|NC_002516.2|chromosome	1142061	1144862	+	2802	4463
PA1055	refseq|NC_002516.2|chromosome	1144862	1145200	+	339	468
PA1056	refseq|NC_002516.2|chromosome	1145197	1146696	+	1500	1807
PA1057	refseq|NC_002516.2|chromosome	1146693	1147217	+	525	843
PA1058	refseq|NC_002516.2|chromosome	1147202	1147471	+	270	301
PA1059	refseq|NC_002516.2|chromosome	1147468	1147815	+	348	587
PA1060	refseq|NC_002516.2|chromosome	1147928	1148833	+	906	686
PA1061	refseq|NC_002516.2|chromosome	1148844	1149941	+	1098	1085
PA1062	refseq|NC_002516.2|chromosome	1149952	1150473	+	522	575
PA1063	refseq|NC_002516.2|chromosome	1150470	1150721	+	252	175
PA1064	refseq|NC_002516.2|chromosome	1150750	1151415	-	666	1265
PA1065	refseq|NC_002516.2|chromosome	1151435	1151908	+	474	437
PA1066	refseq|NC_002516.2|chromosome	1151919	1152575	-	657	475
PA1067	refseq|NC_002516.2|chromosome	1152624	1153538	+	915	393
PA1068	refseq|NC_002516.2|chromosome	1153637	1155547	+	1911	1548
PA1069	refseq|NC_002516.2|chromosome	1155584	1157878	+	2295	1720
PA1070	refseq|NC_002516.2|chromosome	1157954	1158655	-	702	1245
PA1071	refseq|NC_002516.2|chromosome	1158658	1159425	-	768	1412
PA1072	refseq|NC_002516.2|chromosome	1159422	1160675	-	1254	1852
PA1073	refseq|NC_002516.2|chromosome	1160672	1161595	-	924	2317
PA1074	refseq|NC_002516.2|chromosome	1161856	1162977	-	1122	21650
PA1075	refseq|NC_002516.2|chromosome	1163276	1163593	+	318	797
PA1076	refseq|NC_002516.2|chromosome	1163660	1164022	+	363	2429
PA1077	refseq|NC_002516.2|chromosome	1164275	1164682	+	408	653
PA1078	refseq|NC_002516.2|chromosome	1164688	1165128	+	441	564
PA1079	refseq|NC_002516.2|chromosome	1165141	1165854	+	714	1183
PA1080	refseq|NC_002516.2|chromosome	1165882	1167270	+	1389	3311
PA1081	refseq|NC_002516.2|chromosome	1167488	1168237	+	750	622
PA1082	refseq|NC_002516.2|chromosome	1168284	1169069	+	786	2001
PA1083	refseq|NC_002516.2|chromosome	1169115	1169810	+	696	813
PA1084	refseq|NC_002516.2|chromosome	1169822	1170931	+	1110	1199
PA1085	refseq|NC_002516.2|chromosome	1170942	1172144	+	1203	1530
PA1086	refseq|NC_002516.2|chromosome	1172163	1174214	+	2052	3498
PA1087	refseq|NC_002516.2|chromosome	1174240	1175559	+	1320	2785
PA1088	refseq|NC_002516.2|chromosome	1175614	1176375	+	762	806
PA1089	refseq|NC_002516.2|chromosome	1176380	1176982	+	603	482
PA1090	refseq|NC_002516.2|chromosome	1176958	1177620	+	663	416
PA1091	refseq|NC_002516.2|chromosome	1177613	1182697	+	5085	3216
PA1092	refseq|NC_002516.2|chromosome	1183058	1184524	+	1467	44634
PA1093	refseq|NC_002516.2|chromosome	1184603	1184974	+	372	1565
PA1094	refseq|NC_002516.2|chromosome	1185060	1186484	+	1425	13882
PA1095	refseq|NC_002516.2|chromosome	1186606	1186986	+	381	2499
PA1096	refseq|NC_002516.2|chromosome	1187009	1187305	+	297	1214
PA1097	refseq|NC_002516.2|chromosome	1187587	1189059	+	1473	8925
PA1098	refseq|NC_002516.2|chromosome	1189172	1190380	+	1209	3125
PA1099	refseq|NC_002516.2|chromosome	1190385	1191806	+	1422	2439
PA1100	refseq|NC_002516.2|chromosome	1192053	1192382	+	330	1441
PA1101	refseq|NC_002516.2|chromosome	1192405	1194201	+	1797	3192
PA1102	refseq|NC_002516.2|chromosome	1194207	1195223	+	1017	4223
PA1103	refseq|NC_002516.2|chromosome	1195225	1196031	+	807	2324
PA1104	refseq|NC_002516.2|chromosome	1196021	1197376	+	1356	1397
PA1105	refseq|NC_002516.2|chromosome	1197390	1197833	+	444	430
PA1106	refseq|NC_002516.2|chromosome	1197838	1198551	-	714	1821
PA1107	refseq|NC_002516.2|chromosome	1198750	1199946	-	1197	964
PA1108	refseq|NC_002516.2|chromosome	1200063	1201220	-	1158	204
PA1109	refseq|NC_002516.2|chromosome	1201310	1202089	+	780	534
PA1110	refseq|NC_002516.2|chromosome	1202094	1202804	-	711	428
PA1111	refseq|NC_002516.2|chromosome	1202917	1203540	+	624	635
PA1112	refseq|NC_002516.2|chromosome	1203633	1204781	+	1149	1292
PA1112.1	refseq|NC_002516.2|chromosome	1205031	1205330	-	300	1691
PA1113	refseq|NC_002516.2|chromosome	1205771	1207537	+	1767	1096
PA1114	refseq|NC_002516.2|chromosome	1207540	1207875	-	336	471
PA1115	refseq|NC_002516.2|chromosome	1207979	1210303	-	2325	4148
PA1116	refseq|NC_002516.2|chromosome	1210558	1211397	+	840	895
PA1117	refseq|NC_002516.2|chromosome	1211407	1211781	-	375	1253
PA1118	refseq|NC_002516.2|chromosome	1211888	1212571	-	684	3308
PA1119	refseq|NC_002516.2|chromosome	1212717	1213223	-	507	1040
PA1120	refseq|NC_002516.2|chromosome	1213195	1214502	-	1308	903
PA1121	refseq|NC_002516.2|chromosome	1214502	1215074	-	573	904
PA1122	refseq|NC_002516.2|chromosome	1215284	1215727	+	444	2226
PA1123	refseq|NC_002516.2|chromosome	1216120	1216440	-	321	336
PA1124	refseq|NC_002516.2|chromosome	1216671	1218167	+	1497	4061
PA1125	refseq|NC_002516.2|chromosome	1218181	1218933	+	753	1825
PA1126	refseq|NC_002516.2|chromosome	1218940	1219527	-	588	592
PA1127	refseq|NC_002516.2|chromosome	1219621	1220610	-	990	1466
PA1128	refseq|NC_002516.2|chromosome	1220745	1221656	+	912	666
PA1129	refseq|NC_002516.2|chromosome	1221691	1222098	+	408	251
PA1130	refseq|NC_002516.2|chromosome	1222095	1223072	-	978	791
PA1131	refseq|NC_002516.2|chromosome	1223060	1224328	-	1269	834
PA1132	refseq|NC_002516.2|chromosome	1224641	1225330	+	690	955
PA1133	refseq|NC_002516.2|chromosome	1225340	1225690	-	351	227
PA1134	refseq|NC_002516.2|chromosome	1225757	1226278	-	522	332
PA1135	refseq|NC_002516.2|chromosome	1226427	1227302	-	876	6875
PA1136	refseq|NC_002516.2|chromosome	1227474	1228205	+	732	1007
PA1137	refseq|NC_002516.2|chromosome	1228212	1229198	-	987	464
PA1138	refseq|NC_002516.2|chromosome	1229344	1230219	+	876	843
PA1139	refseq|NC_002516.2|chromosome	1230310	1231158	+	849	590
PA1140	refseq|NC_002516.2|chromosome	1231256	1232092	-	837	1851
PA1141	refseq|NC_002516.2|chromosome	1232229	1233131	-	903	681
PA1142	refseq|NC_002516.2|chromosome	1233297	1234013	-	717	716
PA1143	refseq|NC_002516.2|chromosome	1234095	1234748	-	654	90
PA1144	refseq|NC_002516.2|chromosome	1234816	1236150	-	1335	188
PA1145	refseq|NC_002516.2|chromosome	1236644	1237546	+	903	517
PA1146	refseq|NC_002516.2|chromosome	1237551	1238732	-	1182	188
PA1147	refseq|NC_002516.2|chromosome	1238834	1240324	-	1491	650
PA1148	refseq|NC_002516.2|chromosome	1240584	1242500	-	1917	382
PA1149	refseq|NC_002516.2|chromosome	1242750	1243118	-	369	158
PA1150	refseq|NC_002516.2|chromosome	1243594	1245663	+	2070	3402
PA1151	refseq|NC_002516.2|chromosome	1245665	1245928	+	264	18247
PA1152	refseq|NC_002516.2|chromosome	1246444	1246788	+	345	876
PA1153	refseq|NC_002516.2|chromosome	1247932	1248486	-	555	362
PA1154	refseq|NC_002516.2|chromosome	1249019	1249552	-	534	390
PA1155	refseq|NC_002516.2|chromosome	1249907	1251154	-	1248	8259
PA1156	refseq|NC_002516.2|chromosome	1251418	1254309	-	2892	12463
PA1157	refseq|NC_002516.2|chromosome	1255042	1255752	+	711	2010
PA1158	refseq|NC_002516.2|chromosome	1256094	1257452	+	1359	1045
PA1159	refseq|NC_002516.2|chromosome	1257772	1257981	+	210	15072
PA1160	refseq|NC_002516.2|chromosome	1258087	1258470	-	384	948
PA1161	refseq|NC_002516.2|chromosome	1258488	1259291	-	804	307
PA1162	refseq|NC_002516.2|chromosome	1259291	1260442	-	1152	870
PA1163	refseq|NC_002516.2|chromosome	1260557	1263166	-	2610	1480
PA1164	refseq|NC_002516.2|chromosome	1263378	1264190	+	813	1059
PA1165	refseq|NC_002516.2|chromosome	1264191	1264919	-	729	540
PA1166	refseq|NC_002516.2|chromosome	1265147	1265935	-	789	1008
PA1167	refseq|NC_002516.2|chromosome	1266111	1266782	+	672	958
PA1168	refseq|NC_002516.2|chromosome	1267282	1267602	+	321	103
PA1169	refseq|NC_002516.2|chromosome	1267680	1269737	+	2058	892
PA1170	refseq|NC_002516.2|chromosome	1269781	1270515	-	735	381
PA1171	refseq|NC_002516.2|chromosome	1270972	1272168	+	1197	2102
PA1172	refseq|NC_002516.2|chromosome	1272200	1272796	-	597	300
PA1173	refseq|NC_002516.2|chromosome	1272807	1273298	-	492	111
PA1174	refseq|NC_002516.2|chromosome	1273309	1275798	-	2490	1135
PA1175	refseq|NC_002516.2|chromosome	1275795	1276124	-	330	356
PA1176	refseq|NC_002516.2|chromosome	1276117	1276608	-	492	422
PA1177	refseq|NC_002516.2|chromosome	1276617	1276784	-	168	347
PA1178	refseq|NC_002516.2|chromosome	1277006	1277608	+	603	310197
PA1179	refseq|NC_002516.2|chromosome	1277688	1278365	+	678	24492
PA1180	refseq|NC_002516.2|chromosome	1278362	1279708	+	1347	10248
PA1181	refseq|NC_002516.2|chromosome	1279810	1283172	+	3363	3533
PA1182	refseq|NC_002516.2|chromosome	1283176	1284177	-	1002	995
PA1183	refseq|NC_002516.2|chromosome	1284513	1285823	+	1311	3933
PA1184	refseq|NC_002516.2|chromosome	1285898	1286788	-	891	868
PA1185	refseq|NC_002516.2|chromosome	1286990	1287619	+	630	286
PA1186	refseq|NC_002516.2|chromosome	1287616	1288635	+	1020	150
PA1187	refseq|NC_002516.2|chromosome	1288737	1289876	+	1140	380
PA1188	refseq|NC_002516.2|chromosome	1289965	1291146	+	1182	2432
PA1189	refseq|NC_002516.2|chromosome	1291148	1291645	-	498	344
PA1190	refseq|NC_002516.2|chromosome	1291813	1292412	-	600	3049
PA1191	refseq|NC_002516.2|chromosome	1292571	1293164	-	594	412
PA1192	refseq|NC_002516.2|chromosome	1293267	1294091	+	825	1214
PA1193	refseq|NC_002516.2|chromosome	1294138	1294809	+	672	400
PA1194	refseq|NC_002516.2|chromosome	1294811	1296229	-	1419	181
PA1195	refseq|NC_002516.2|chromosome	1296334	1297098	-	765	223
PA1196	refseq|NC_002516.2|chromosome	1297309	1298709	+	1401	399
PA1197	refseq|NC_002516.2|chromosome	1298722	1299492	+	771	352
PA1198	refseq|NC_002516.2|chromosome	1299558	1300175	+	618	4678
PA1199	refseq|NC_002516.2|chromosome	1300258	1300791	+	534	2019
PA1200	refseq|NC_002516.2|chromosome	1300811	1301473	+	663	788
PA1201	refseq|NC_002516.2|chromosome	1301481	1302395	-	915	846
PA1202	refseq|NC_002516.2|chromosome	1302696	1303313	+	618	2238
PA1203	refseq|NC_002516.2|chromosome	1303457	1303864	+	408	365
PA1204	refseq|NC_002516.2|chromosome	1303892	1304449	+	558	1338
PA1205	refseq|NC_002516.2|chromosome	1304476	1305423	+	948	1538
PA1206	refseq|NC_002516.2|chromosome	1305583	1306056	+	474	731
PA1207	refseq|NC_002516.2|chromosome	1306059	1307900	+	1842	1730
PA1208	refseq|NC_002516.2|chromosome	1308067	1309566	+	1500	940
PA1209	refseq|NC_002516.2|chromosome	1309583	1310518	-	936	1246
PA1210	refseq|NC_002516.2|chromosome	1310688	1311386	-	699	423
PA1211	refseq|NC_002516.2|chromosome	1311504	1312139	-	636	163
PA1212	refseq|NC_002516.2|chromosome	1312136	1313365	-	1230	245
PA1213	refseq|NC_002516.2|chromosome	1313362	1314321	-	960	97
PA1214	refseq|NC_002516.2|chromosome	1314318	1315916	-	1599	150
PA1215	refseq|NC_002516.2|chromosome	1315916	1317202	-	1287	237
PA1216	refseq|NC_002516.2|chromosome	1317404	1318150	-	747	228
PA1217	refseq|NC_002516.2|chromosome	1318147	1319514	-	1368	883
PA1218	refseq|NC_002516.2|chromosome	1319511	1320389	-	879	308
PA1219	refseq|NC_002516.2|chromosome	1320386	1321000	-	615	87
PA1220	refseq|NC_002516.2|chromosome	1320994	1322256	-	1263	129
PA1221	refseq|NC_002516.2|chromosome	1322253	1324109	-	1857	333
PA1222	refseq|NC_002516.2|chromosome	1324793	1325950	-	1158	1664
PA1223	refseq|NC_002516.2|chromosome	1326046	1326939	-	894	908
PA1224	refseq|NC_002516.2|chromosome	1327024	1327803	+	780	937
PA1225	refseq|NC_002516.2|chromosome	1327813	1328439	-	627	3067
PA1226	refseq|NC_002516.2|chromosome	1328545	1329153	+	609	1008
PA1227	refseq|NC_002516.2|chromosome	1329192	1330040	+	849	515
PA1228	refseq|NC_002516.2|chromosome	1330117	1330467	-	351	116
PA1229	refseq|NC_002516.2|chromosome	1330577	1331383	-	807	548
PA1230	refseq|NC_002516.2|chromosome	1331517	1331714	+	198	111
PA1231	refseq|NC_002516.2|chromosome	1331727	1332635	+	909	81
PA1232	refseq|NC_002516.2|chromosome	1332635	1334674	+	2040	282
PA1233	refseq|NC_002516.2|chromosome	1334671	1334928	+	258	152
PA1234	refseq|NC_002516.2|chromosome	1334950	1335453	-	504	344
PA1235	refseq|NC_002516.2|chromosome	1335645	1336427	+	783	693
PA1236	refseq|NC_002516.2|chromosome	1336430	1337941	-	1512	357
PA1237	refseq|NC_002516.2|chromosome	1337931	1339082	-	1152	179
PA1238	refseq|NC_002516.2|chromosome	1339079	1340527	-	1449	194
PA1239	refseq|NC_002516.2|chromosome	1340910	1341794	-	885	224
PA1240	refseq|NC_002516.2|chromosome	1341851	1342648	-	798	661
PA1241	refseq|NC_002516.2|chromosome	1342813	1343373	+	561	274
PA1242	refseq|NC_002516.2|chromosome	1343453	1345225	+	1773	603
PA1243	refseq|NC_002516.2|chromosome	1345248	1347824	-	2577	1887
PA1244	refseq|NC_002516.2|chromosome	1348060	1348401	-	342	7792
PA1245	refseq|NC_002516.2|chromosome	1349416	1350660	+	1245	2223
