# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995084_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995084.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995084.bam
PA1504	refseq|NC_002516.2|chromosome	1633842	1634492	-	651	1214
PA1505	refseq|NC_002516.2|chromosome	1634728	1635723	+	996	8480
PA1506	refseq|NC_002516.2|chromosome	1635908	1636237	+	330	373
PA1507	refseq|NC_002516.2|chromosome	1636329	1637696	-	1368	1524
PA1508	refseq|NC_002516.2|chromosome	1638379	1638639	-	261	741
PA1509	refseq|NC_002516.2|chromosome	1638652	1639794	-	1143	1828
PA1510	refseq|NC_002516.2|chromosome	1639791	1641500	-	1710	2035
PA1511	refseq|NC_002516.2|chromosome	1641497	1644025	-	2529	488
PA1512	refseq|NC_002516.2|chromosome	1644207	1644725	-	519	96
PA1513	refseq|NC_002516.2|chromosome	1645211	1646488	-	1278	3690
PA1514	refseq|NC_002516.2|chromosome	1646537	1647046	-	510	1239
PA1515	refseq|NC_002516.2|chromosome	1647101	1648099	-	999	2281
PA1516	refseq|NC_002516.2|chromosome	1648117	1648632	-	516	1786
PA1517	refseq|NC_002516.2|chromosome	1648629	1649555	-	927	3160
PA1518	refseq|NC_002516.2|chromosome	1649928	1650308	+	381	1680
PA1519	refseq|NC_002516.2|chromosome	1650549	1651898	-	1350	538
PA1520	refseq|NC_002516.2|chromosome	1652273	1653052	+	780	4760
PA1521	refseq|NC_002516.2|chromosome	1653106	1654410	-	1305	1388
PA1522	refseq|NC_002516.2|chromosome	1654480	1655319	-	840	950
PA1523	refseq|NC_002516.2|chromosome	1655346	1657745	-	2400	2604
PA1524	refseq|NC_002516.2|chromosome	1657738	1659192	-	1455	1615
PA1525	refseq|NC_002516.2|chromosome	1659413	1660546	-	1134	3139
PA1526	refseq|NC_002516.2|chromosome	1660727	1661386	+	660	1535
PA1527	refseq|NC_002516.2|chromosome	1661412	1664900	+	3489	3273
PA1528	refseq|NC_002516.2|chromosome	1665065	1665934	+	870	5417
PA1529	refseq|NC_002516.2|chromosome	1666025	1668409	+	2385	2020
PA1530	refseq|NC_002516.2|chromosome	1668455	1668832	+	378	377
PA1530.1	refseq|NC_002516.2|chromosome	1668840	1669799	+	960	170
PA1531	refseq|NC_002516.2|chromosome	1669086	1669952	-	867	105
PA1532	refseq|NC_002516.2|chromosome	1669989	1672034	+	2046	7212
PA1533	refseq|NC_002516.2|chromosome	1672080	1672406	+	327	5488
PA1534	refseq|NC_002516.2|chromosome	1672485	1673081	+	597	648
PA1535	refseq|NC_002516.2|chromosome	1673204	1674352	+	1149	926
PA1536	refseq|NC_002516.2|chromosome	1674365	1674904	-	540	547
PA1537	refseq|NC_002516.2|chromosome	1674978	1675865	-	888	601
PA1538	refseq|NC_002516.2|chromosome	1675862	1677445	-	1584	2929
PA1539	refseq|NC_002516.2|chromosome	1677559	1678407	+	849	3072
PA1540	refseq|NC_002516.2|chromosome	1678261	1678590	-	330	739
PA1541	refseq|NC_002516.2|chromosome	1678584	1678952	-	369	4434
PA1542	refseq|NC_002516.2|chromosome	1679361	1680197	-	837	3179
PA1543	refseq|NC_002516.2|chromosome	1680437	1680985	-	549	2172
PA1544	refseq|NC_002516.2|chromosome	1681071	1681805	-	735	4319
PA1545	refseq|NC_002516.2|chromosome	1682051	1682518	+	468	2285
PA1546	refseq|NC_002516.2|chromosome	1682567	1683949	-	1383	1927
PA1547	refseq|NC_002516.2|chromosome	1684077	1684760	-	684	561
PA1548	refseq|NC_002516.2|chromosome	1684753	1684962	-	210	209
PA1549	refseq|NC_002516.2|chromosome	1684941	1687376	-	2436	1093
PA1550	refseq|NC_002516.2|chromosome	1687373	1687912	-	540	1771
PA1551	refseq|NC_002516.2|chromosome	1687924	1689339	-	1416	7552
PA1552	refseq|NC_002516.2|chromosome	1689557	1690513	-	957	4071
PA1552.1	refseq|NC_002516.2|chromosome	1690510	1690695	-	186	383
PA1553	refseq|NC_002516.2|chromosome	1690701	1691312	-	612	1958
PA1554	refseq|NC_002516.2|chromosome	1691327	1692754	-	1428	7523
PA1555	refseq|NC_002516.2|chromosome	1693119	1694045	-	927	690
PA1555.1	refseq|NC_002516.2|chromosome	1694042	1694227	-	186	136
PA1556	refseq|NC_002516.2|chromosome	1694233	1694841	-	609	217
PA1557	refseq|NC_002516.2|chromosome	1694852	1696279	-	1428	1228
PA1558	refseq|NC_002516.2|chromosome	1696467	1697099	+	633	575
PA1559	refseq|NC_002516.2|chromosome	1697188	1697919	+	732	1259
PA1560	refseq|NC_002516.2|chromosome	1697916	1698344	+	429	386
PA1561	refseq|NC_002516.2|chromosome	1698382	1699947	-	1566	1158
PA1562	refseq|NC_002516.2|chromosome	1700320	1703052	-	2733	19167
PA1563	refseq|NC_002516.2|chromosome	1703379	1704437	+	1059	1515
PA1564	refseq|NC_002516.2|chromosome	1704522	1704761	+	240	306
PA1565	refseq|NC_002516.2|chromosome	1704793	1706103	-	1311	401
PA1566	refseq|NC_002516.2|chromosome	1706172	1707536	-	1365	345
PA1567	refseq|NC_002516.2|chromosome	1708004	1709401	-	1398	649
PA1568	refseq|NC_002516.2|chromosome	1709412	1709765	-	354	158
PA1569	refseq|NC_002516.2|chromosome	1709821	1711191	-	1371	1021
PA1570	refseq|NC_002516.2|chromosome	1711569	1712450	+	882	1335
PA1571	refseq|NC_002516.2|chromosome	1712519	1712698	-	180	1640
PA1572	refseq|NC_002516.2|chromosome	1712908	1714053	+	1146	4553
PA1573	refseq|NC_002516.2|chromosome	1714064	1714660	+	597	1622
PA1574	refseq|NC_002516.2|chromosome	1714778	1715059	-	282	929
PA1575	refseq|NC_002516.2|chromosome	1715154	1715705	-	552	777
PA1576	refseq|NC_002516.2|chromosome	1715809	1716675	+	867	1936
PA1577	refseq|NC_002516.2|chromosome	1716682	1717023	-	342	698
PA1578	refseq|NC_002516.2|chromosome	1717139	1717894	+	756	587
PA1579	refseq|NC_002516.2|chromosome	1718386	1718994	+	609	3844
PA1580	refseq|NC_002516.2|chromosome	1719109	1720395	-	1287	41047
PA1581	refseq|NC_002516.2|chromosome	1720744	1721130	+	387	14726
PA1582	refseq|NC_002516.2|chromosome	1721124	1721492	+	369	6594
PA1583	refseq|NC_002516.2|chromosome	1721496	1723268	+	1773	35453
PA1584	refseq|NC_002516.2|chromosome	1723280	1723987	+	708	17967
PA1585	refseq|NC_002516.2|chromosome	1724244	1727075	+	2832	56154
PA1586	refseq|NC_002516.2|chromosome	1727118	1728347	+	1230	23495
PA1587	refseq|NC_002516.2|chromosome	1728416	1729852	+	1437	48694
PA1588	refseq|NC_002516.2|chromosome	1730181	1731347	+	1167	61409
PA1589	refseq|NC_002516.2|chromosome	1731347	1732234	+	888	42370
PA1590	refseq|NC_002516.2|chromosome	1732545	1733858	+	1314	1702
PA1591	refseq|NC_002516.2|chromosome	1734004	1734768	+	765	284
PA1592	refseq|NC_002516.2|chromosome	1734827	1735063	-	237	47741
PA1593	refseq|NC_002516.2|chromosome	1735236	1735709	+	474	328
PA1594	refseq|NC_002516.2|chromosome	1735706	1736152	+	447	337
PA1595	refseq|NC_002516.2|chromosome	1736189	1737418	+	1230	603
PA1596	refseq|NC_002516.2|chromosome	1737536	1739440	+	1905	27248
PA1597	refseq|NC_002516.2|chromosome	1739508	1740233	+	726	627
PA1598	refseq|NC_002516.2|chromosome	1740244	1741065	-	822	362
PA1599	refseq|NC_002516.2|chromosome	1741146	1741928	+	783	335
PA1600	refseq|NC_002516.2|chromosome	1741939	1743240	-	1302	138
PA1601	refseq|NC_002516.2|chromosome	1743290	1745536	-	2247	492
PA1602	refseq|NC_002516.2|chromosome	1745533	1746024	-	492	293
PA1603	refseq|NC_002516.2|chromosome	1746231	1746653	-	423	796
PA1604	refseq|NC_002516.2|chromosome	1746692	1747597	-	906	1278
PA1605	refseq|NC_002516.2|chromosome	1747596	1748630	+	1035	710
PA1606	refseq|NC_002516.2|chromosome	1748699	1749175	+	477	278
PA1607	refseq|NC_002516.2|chromosome	1749349	1749789	-	441	700
PA1608	refseq|NC_002516.2|chromosome	1749895	1751520	-	1626	1264
PA1609	refseq|NC_002516.2|chromosome	1751674	1752891	-	1218	29334
PA1610	refseq|NC_002516.2|chromosome	1752903	1753418	-	516	7507
PA1611	refseq|NC_002516.2|chromosome	1753607	1755562	-	1956	1677
PA1612	refseq|NC_002516.2|chromosome	1755559	1756317	-	759	213
PA1613	refseq|NC_002516.2|chromosome	1756489	1758597	-	2109	1939
PA1614	refseq|NC_002516.2|chromosome	1758748	1759770	+	1023	3559
PA1615	refseq|NC_002516.2|chromosome	1759784	1760125	+	342	1951
PA1616	refseq|NC_002516.2|chromosome	1760122	1760586	+	465	929
PA1617	refseq|NC_002516.2|chromosome	1760713	1762380	+	1668	15094
PA1618	refseq|NC_002516.2|chromosome	1762433	1762870	+	438	1586
PA1619	refseq|NC_002516.2|chromosome	1762928	1763752	+	825	785
PA1620	refseq|NC_002516.2|chromosome	1763793	1764434	+	642	74
PA1621	refseq|NC_002516.2|chromosome	1764536	1765348	+	813	1788
PA1622	refseq|NC_002516.2|chromosome	1765345	1766205	+	861	895
PA1623	refseq|NC_002516.2|chromosome	1766285	1766947	+	663	4894
PA1624	refseq|NC_002516.2|chromosome	1766956	1767762	+	807	1337
PA1625	refseq|NC_002516.2|chromosome	1767928	1768995	+	1068	418
PA1626	refseq|NC_002516.2|chromosome	1769047	1770321	-	1275	444
PA1627	refseq|NC_002516.2|chromosome	1770337	1770984	-	648	593
PA1628	refseq|NC_002516.2|chromosome	1771122	1772651	-	1530	1133
PA1629	refseq|NC_002516.2|chromosome	1772655	1773440	-	786	1280
PA1630	refseq|NC_002516.2|chromosome	1773682	1774548	+	867	565
PA1631	refseq|NC_002516.2|chromosome	1774603	1775757	+	1155	574
PA1632	refseq|NC_002516.2|chromosome	1775945	1776034	+	90	30
PA1633	refseq|NC_002516.2|chromosome	1776045	1777739	+	1695	3212
PA1634	refseq|NC_002516.2|chromosome	1777751	1779823	+	2073	163
PA1635	refseq|NC_002516.2|chromosome	1779877	1780428	+	552	51
PA1636	refseq|NC_002516.2|chromosome	1780536	1783193	+	2658	1062
PA1637	refseq|NC_002516.2|chromosome	1783294	1783986	+	693	454
PA1638	refseq|NC_002516.2|chromosome	1784108	1785016	+	909	275
PA1639	refseq|NC_002516.2|chromosome	1785127	1785732	+	606	182
PA1640	refseq|NC_002516.2|chromosome	1785736	1786773	-	1038	1136
PA1641	refseq|NC_002516.2|chromosome	1786888	1787166	+	279	859
PA1642	refseq|NC_002516.2|chromosome	1787250	1788284	+	1035	2114
PA1643	refseq|NC_002516.2|chromosome	1788284	1789393	+	1110	1561
PA1644	refseq|NC_002516.2|chromosome	1789857	1790465	+	609	1393
PA1645	refseq|NC_002516.2|chromosome	1790472	1790879	-	408	622
PA1646	refseq|NC_002516.2|chromosome	1791080	1793038	+	1959	629
PA1647	refseq|NC_002516.2|chromosome	1793019	1794740	-	1722	519
PA1648	refseq|NC_002516.2|chromosome	1794883	1795887	-	1005	620
PA1649	refseq|NC_002516.2|chromosome	1796138	1796899	+	762	261
PA1650	refseq|NC_002516.2|chromosome	1797058	1797951	+	894	1887
PA1651	refseq|NC_002516.2|chromosome	1797958	1799154	-	1197	1377
PA1652	refseq|NC_002516.2|chromosome	1799385	1800020	+	636	336
PA1653	refseq|NC_002516.2|chromosome	1800071	1800547	-	477	358
PA1654	refseq|NC_002516.2|chromosome	1800629	1801795	+	1167	1615
PA1655	refseq|NC_002516.2|chromosome	1801851	1802453	+	603	1353
PA1656	refseq|NC_002516.2|chromosome	1803626	1805182	+	1557	4688
PA1657	refseq|NC_002516.2|chromosome	1805218	1805724	+	507	387
PA1658	refseq|NC_002516.2|chromosome	1805753	1807228	+	1476	876
PA1659	refseq|NC_002516.2|chromosome	1807241	1807648	+	408	185
PA1660	refseq|NC_002516.2|chromosome	1808193	1809773	+	1581	745
PA1661	refseq|NC_002516.2|chromosome	1809737	1810744	+	1008	628
PA1662	refseq|NC_002516.2|chromosome	1810751	1813384	+	2634	1224
PA1663	refseq|NC_002516.2|chromosome	1813395	1814906	+	1512	236
PA1664	refseq|NC_002516.2|chromosome	1814995	1815135	+	141	8
PA1665	refseq|NC_002516.2|chromosome	1815153	1816346	+	1194	99
PA1666	refseq|NC_002516.2|chromosome	1816352	1816858	+	507	56
PA1667	refseq|NC_002516.2|chromosome	1816855	1818186	+	1332	773
PA1668	refseq|NC_002516.2|chromosome	1818189	1819058	+	870	174
PA1669	refseq|NC_002516.2|chromosome	1819074	1822601	+	3528	568
PA1670	refseq|NC_002516.2|chromosome	1822601	1823329	+	729	636
PA1671	refseq|NC_002516.2|chromosome	1823326	1824315	+	990	1215
PA1672	refseq|NC_002516.2|chromosome	1824343	1824723	-	381	1223
PA1673	refseq|NC_002516.2|chromosome	1824969	1825430	+	462	426
PA1674	refseq|NC_002516.2|chromosome	1825495	1826040	-	546	3814
PA1675	refseq|NC_002516.2|chromosome	1826118	1826675	-	558	530
PA1676	refseq|NC_002516.2|chromosome	1826732	1827052	-	321	316
PA1677	refseq|NC_002516.2|chromosome	1827225	1827821	-	597	2188
PA1678	refseq|NC_002516.2|chromosome	1827992	1828906	+	915	1728
PA1679	refseq|NC_002516.2|chromosome	1828931	1829710	-	780	702
PA1680	refseq|NC_002516.2|chromosome	1829788	1830771	-	984	235
PA1681	refseq|NC_002516.2|chromosome	1830879	1831970	+	1092	2963
PA1682	refseq|NC_002516.2|chromosome	1832014	1833165	+	1152	536
PA1683	refseq|NC_002516.2|chromosome	1833162	1833779	+	618	1046
PA1684	refseq|NC_002516.2|chromosome	1833776	1834321	+	546	1717
PA1685	refseq|NC_002516.2|chromosome	1834393	1835142	+	750	1217
PA1686	refseq|NC_002516.2|chromosome	1835325	1836218	-	894	1372
PA1687	refseq|NC_002516.2|chromosome	1836367	1837227	+	861	549
PA1688	refseq|NC_002516.2|chromosome	1837388	1838257	+	870	562
PA1689	refseq|NC_002516.2|chromosome	1838260	1840362	+	2103	1089
PA1690	refseq|NC_002516.2|chromosome	1840468	1841517	-	1050	137
PA1691	refseq|NC_002516.2|chromosome	1841514	1842302	-	789	112
PA1692	refseq|NC_002516.2|chromosome	1842299	1842565	-	267	148
PA1693	refseq|NC_002516.2|chromosome	1842568	1843221	-	654	542
PA1694	refseq|NC_002516.2|chromosome	1843218	1844147	-	930	89
PA1695	refseq|NC_002516.2|chromosome	1844144	1845253	-	1110	57
PA1696	refseq|NC_002516.2|chromosome	1845241	1845717	-	477	12
PA1697	refseq|NC_002516.2|chromosome	1845714	1847036	-	1323	74
PA1698	refseq|NC_002516.2|chromosome	1847227	1848093	+	867	52
PA1699	refseq|NC_002516.2|chromosome	1848074	1848352	+	279	15
PA1700	refseq|NC_002516.2|chromosome	1848339	1848710	+	372	20
PA1701	refseq|NC_002516.2|chromosome	1848707	1849072	+	366	12
PA1702	refseq|NC_002516.2|chromosome	1849077	1849406	+	330	47
PA1703	refseq|NC_002516.2|chromosome	1849403	1851523	+	2121	595
PA1704	refseq|NC_002516.2|chromosome	1851520	1851954	+	435	124
PA1705	refseq|NC_002516.2|chromosome	1851991	1852278	+	288	44
PA1706	refseq|NC_002516.2|chromosome	1852288	1853172	+	885	227
PA1707	refseq|NC_002516.2|chromosome	1853181	1853684	+	504	125
PA1708	refseq|NC_002516.2|chromosome	1853665	1854837	+	1173	359
PA1709	refseq|NC_002516.2|chromosome	1854849	1855736	+	888	263
PA1710	refseq|NC_002516.2|chromosome	1855862	1856299	+	438	527
PA1711	refseq|NC_002516.2|chromosome	1856308	1856553	+	246	89
PA1712	refseq|NC_002516.2|chromosome	1856562	1856975	+	414	426
PA1713	refseq|NC_002516.2|chromosome	1857273	1858109	+	837	974
PA1714	refseq|NC_002516.2|chromosome	1858207	1859037	+	831	406
PA1715	refseq|NC_002516.2|chromosome	1859071	1859493	+	423	41
PA1716	refseq|NC_002516.2|chromosome	1859493	1861295	+	1803	370
PA1717	refseq|NC_002516.2|chromosome	1861297	1862595	+	1299	222
PA1718	refseq|NC_002516.2|chromosome	1862558	1862761	+	204	80
PA1719	refseq|NC_002516.2|chromosome	1862764	1863021	+	258	93
PA1720	refseq|NC_002516.2|chromosome	1863024	1863371	+	348	54
PA1721	refseq|NC_002516.2|chromosome	1863368	1863799	+	432	93
PA1722	refseq|NC_002516.2|chromosome	1863799	1864137	+	339	85
PA1723	refseq|NC_002516.2|chromosome	1864134	1864880	+	747	141
PA1724	refseq|NC_002516.2|chromosome	1864889	1865515	+	627	57
PA1725	refseq|NC_002516.2|chromosome	1865494	1866138	+	645	124
PA1726	refseq|NC_002516.2|chromosome	1866241	1868535	-	2295	1865
PA1727	refseq|NC_002516.2|chromosome	1868706	1870763	-	2058	2197
PA1728	refseq|NC_002516.2|chromosome	1871116	1871457	+	342	4930
PA1729	refseq|NC_002516.2|chromosome	1871555	1872202	+	648	4564
PA1730	refseq|NC_002516.2|chromosome	1872602	1874014	+	1413	2821
PA1731	refseq|NC_002516.2|chromosome	1874017	1874970	+	954	353
PA1732	refseq|NC_002516.2|chromosome	1874967	1875767	+	801	619
PA1733	refseq|NC_002516.2|chromosome	1875849	1876580	+	732	1197
PA1734	refseq|NC_002516.2|chromosome	1876588	1877409	-	822	638
PA1735	refseq|NC_002516.2|chromosome	1877522	1878409	+	888	470
PA1736	refseq|NC_002516.2|chromosome	1878980	1880185	+	1206	2368
PA1737	refseq|NC_002516.2|chromosome	1880199	1882343	+	2145	3476
PA1738	refseq|NC_002516.2|chromosome	1882595	1883509	-	915	2773
PA1739	refseq|NC_002516.2|chromosome	1883661	1884632	+	972	540
PA1740	refseq|NC_002516.2|chromosome	1884655	1885653	+	999	1106
PA1741	refseq|NC_002516.2|chromosome	1885662	1886033	-	372	1076
PA1742	refseq|NC_002516.2|chromosome	1886278	1887000	+	723	11083
PA1743	refseq|NC_002516.2|chromosome	1887058	1887297	-	240	76
PA1744	refseq|NC_002516.2|chromosome	1887325	1887543	-	219	147
PA1745	refseq|NC_002516.2|chromosome	1887698	1888186	-	489	767
PA1746	refseq|NC_002516.2|chromosome	1888407	1888913	+	507	319
PA1747	refseq|NC_002516.2|chromosome	1888985	1889173	-	189	678
PA1748	refseq|NC_002516.2|chromosome	1889323	1890012	-	690	2387
PA1749	refseq|NC_002516.2|chromosome	1890196	1890681	+	486	2387
PA1750	refseq|NC_002516.2|chromosome	1890739	1891815	-	1077	5532
PA1751	refseq|NC_002516.2|chromosome	1892133	1892510	+	378	749
PA1752	refseq|NC_002516.2|chromosome	1892510	1893457	+	948	1764
PA1753	refseq|NC_002516.2|chromosome	1893620	1894117	+	498	2902
PA1754	refseq|NC_002516.2|chromosome	1894249	1895223	+	975	18380
PA1755	refseq|NC_002516.2|chromosome	1895280	1895627	-	348	775
PA1756	refseq|NC_002516.2|chromosome	1895692	1896495	-	804	1080
PA1757	refseq|NC_002516.2|chromosome	1896630	1897247	+	618	681
PA1758	refseq|NC_002516.2|chromosome	1897290	1898651	-	1362	2879
PA1759	refseq|NC_002516.2|chromosome	1898816	1901521	+	2706	9991
PA1760	refseq|NC_002516.2|chromosome	1901524	1904247	+	2724	5209
PA1761	refseq|NC_002516.2|chromosome	1904479	1904916	+	438	6405
PA1762	refseq|NC_002516.2|chromosome	1904995	1905756	+	762	1398
PA1763	refseq|NC_002516.2|chromosome	1905797	1906822	+	1026	757
PA1764	refseq|NC_002516.2|chromosome	1906842	1908440	+	1599	929
PA1765	refseq|NC_002516.2|chromosome	1908454	1909641	+	1188	1219
PA1766	refseq|NC_002516.2|chromosome	1909698	1910681	-	984	2115
PA1767	refseq|NC_002516.2|chromosome	1910685	1912211	-	1527	3860
PA1768	refseq|NC_002516.2|chromosome	1912217	1912756	-	540	2052
PA1769	refseq|NC_002516.2|chromosome	1913047	1913871	-	825	9531
PA1770	refseq|NC_002516.2|chromosome	1914037	1916412	+	2376	28706
PA1771	refseq|NC_002516.2|chromosome	1916482	1917492	+	1011	203
PA1772	refseq|NC_002516.2|chromosome	1917599	1918087	+	489	11563
PA1773	refseq|NC_002516.2|chromosome	1918275	1919273	+	999	1702
PA1774	refseq|NC_002516.2|chromosome	1919322	1919576	+	255	1987
PA1775	refseq|NC_002516.2|chromosome	1919579	1920403	+	825	5509
PA1776	refseq|NC_002516.2|chromosome	1920568	1921065	+	498	24271
PA1777	refseq|NC_002516.2|chromosome	1921174	1922226	+	1053	295072
PA1778	refseq|NC_002516.2|chromosome	1922295	1923032	-	738	349
PA1779	refseq|NC_002516.2|chromosome	1923044	1925770	-	2727	2201
PA1780	refseq|NC_002516.2|chromosome	1925797	1926123	-	327	274
PA1781	refseq|NC_002516.2|chromosome	1926176	1928626	-	2451	470
PA1781.1	refseq|NC_002516.2|chromosome	1928666	1928886	-	221	25
PA1782	refseq|NC_002516.2|chromosome	1928894	1930489	-	1596	172
PA1783	refseq|NC_002516.2|chromosome	1930564	1931775	-	1212	115
PA1784	refseq|NC_002516.2|chromosome	1932129	1932824	-	696	1920
PA1785	refseq|NC_002516.2|chromosome	1933054	1933632	-	579	475
PA1786	refseq|NC_002516.2|chromosome	1933649	1934857	-	1209	523
PA1787	refseq|NC_002516.2|chromosome	1935035	1937644	-	2610	30376
PA1788	refseq|NC_002516.2|chromosome	1938026	1938493	+	468	852
PA1789	refseq|NC_002516.2|chromosome	1938549	1939412	-	864	4567
PA1790	refseq|NC_002516.2|chromosome	1939583	1940206	+	624	339
PA1791	refseq|NC_002516.2|chromosome	1940255	1941586	-	1332	253
PA1792	refseq|NC_002516.2|chromosome	1941720	1942442	-	723	1503
PA1793	refseq|NC_002516.2|chromosome	1942447	1942944	-	498	17584
PA1794	refseq|NC_002516.2|chromosome	1943067	1944737	+	1671	8339
PA1795	refseq|NC_002516.2|chromosome	1944747	1946129	+	1383	3806
PA1796	refseq|NC_002516.2|chromosome	1946187	1947041	-	855	3126
PA1796.1	refseq|NC_002516.2|chromosome	1947320	1947396	+	77	2939
PA1796.2	refseq|NC_002516.2|chromosome	1947448	1947523	+	76	252
PA1796.3	refseq|NC_002516.2|chromosome	1947578	1947662	+	85	119
PA1796.4	refseq|NC_002516.2|chromosome	1947729	1947804	+	76	32
PA1797	refseq|NC_002516.2|chromosome	1948502	1950334	-	1833	511
PA1798	refseq|NC_002516.2|chromosome	1950439	1951725	-	1287	667
PA1799	refseq|NC_002516.2|chromosome	1951726	1952433	-	708	1155
PA1800	refseq|NC_002516.2|chromosome	1952665	1953975	+	1311	11684
PA1801	refseq|NC_002516.2|chromosome	1954069	1954710	+	642	7420
PA1802	refseq|NC_002516.2|chromosome	1954815	1956095	+	1281	50812
PA1803	refseq|NC_002516.2|chromosome	1956227	1958623	+	2397	59271
PA1804	refseq|NC_002516.2|chromosome	1958759	1959031	+	273	28590
PA1804.1	refseq|NC_002516.2|chromosome	1959083	1959159	+	77	450
PA1805	refseq|NC_002516.2|chromosome	1959263	1961128	+	1866	6655
PA1806	refseq|NC_002516.2|chromosome	1961227	1962024	-	798	1090
PA1807	refseq|NC_002516.2|chromosome	1962046	1963656	-	1611	2044
PA1808	refseq|NC_002516.2|chromosome	1963658	1964677	-	1020	1383
PA1809	refseq|NC_002516.2|chromosome	1964682	1965764	-	1083	1978
PA1810	refseq|NC_002516.2|chromosome	1965771	1967618	-	1848	4848
PA1811	refseq|NC_002516.2|chromosome	1967615	1969444	-	1830	3766
PA1812	refseq|NC_002516.2|chromosome	1969635	1971239	-	1605	5778
PA1813	refseq|NC_002516.2|chromosome	1971317	1972093	-	777	1976
PA1814	refseq|NC_002516.2|chromosome	1972195	1972956	+	762	2602
PA1815	refseq|NC_002516.2|chromosome	1972959	1973405	+	447	706
PA1816	refseq|NC_002516.2|chromosome	1973470	1974210	+	741	1596
PA1817	refseq|NC_002516.2|chromosome	1974238	1974627	-	390	1125
PA1818	refseq|NC_002516.2|chromosome	1974821	1977076	+	2256	2837
PA1819	refseq|NC_002516.2|chromosome	1977100	1978455	+	1356	1761
PA1820	refseq|NC_002516.2|chromosome	1978439	1979941	-	1503	1214
PA1821	refseq|NC_002516.2|chromosome	1980165	1980977	+	813	3947
PA1822	refseq|NC_002516.2|chromosome	1981017	1982705	+	1689	3289
PA1823	refseq|NC_002516.2|chromosome	1982705	1983541	+	837	999
PA1824	refseq|NC_002516.2|chromosome	1983509	1984288	-	780	221
PA1825	refseq|NC_002516.2|chromosome	1984389	1985033	+	645	626
PA1826	refseq|NC_002516.2|chromosome	1985030	1985935	-	906	1025
PA1827	refseq|NC_002516.2|chromosome	1986067	1986828	+	762	290
PA1828	refseq|NC_002516.2|chromosome	1986989	1987756	-	768	3858
PA1829	refseq|NC_002516.2|chromosome	1987781	1988851	-	1071	2403
PA1830	refseq|NC_002516.2|chromosome	1989109	1989423	-	315	8089
PA1831	refseq|NC_002516.2|chromosome	1989484	1990194	-	711	1767
PA1832	refseq|NC_002516.2|chromosome	1990428	1991453	+	1026	3129
PA1833	refseq|NC_002516.2|chromosome	1991512	1992504	+	993	8465
PA1834	refseq|NC_002516.2|chromosome	1992584	1993474	+	891	1219
PA1835	refseq|NC_002516.2|chromosome	1993461	1993898	-	438	1540
PA1836	refseq|NC_002516.2|chromosome	1994021	1994602	+	582	782
PA1837	refseq|NC_002516.2|chromosome	1994667	1995164	-	498	633
PA1838	refseq|NC_002516.2|chromosome	1995148	1996806	-	1659	2899
PA1839	refseq|NC_002516.2|chromosome	1997509	1998549	-	1041	747
PA1840	refseq|NC_002516.2|chromosome	1998587	1998949	+	363	994
PA1841	refseq|NC_002516.2|chromosome	1998963	1999460	+	498	693
PA1842	refseq|NC_002516.2|chromosome	1999512	1999874	-	363	297
PA1843	refseq|NC_002516.2|chromosome	1999889	2003593	-	3705	3271
PA1844	refseq|NC_002516.2|chromosome	2003868	2004332	-	465	154
PA1845	refseq|NC_002516.2|chromosome	2004374	2004892	-	519	65
PA1846	refseq|NC_002516.2|chromosome	2005254	2007542	+	2289	2110
PA1847	refseq|NC_002516.2|chromosome	2007665	2008249	+	585	9314
PA1848	refseq|NC_002516.2|chromosome	2008308	2009477	-	1170	233
PA1849	refseq|NC_002516.2|chromosome	2009482	2009724	-	243	82
PA1850	refseq|NC_002516.2|chromosome	2009747	2010751	-	1005	608
PA1851	refseq|NC_002516.2|chromosome	2011000	2012205	+	1206	1170
PA1852	refseq|NC_002516.2|chromosome	2012255	2012530	-	276	24055
PA1853	refseq|NC_002516.2|chromosome	2012815	2013678	+	864	907
PA1854	refseq|NC_002516.2|chromosome	2013666	2014823	-	1158	365
PA1855	refseq|NC_002516.2|chromosome	2014915	2015136	-	222	79
PA1856	refseq|NC_002516.2|chromosome	2015139	2016581	-	1443	1575
PA1857	refseq|NC_002516.2|chromosome	2016928	2017851	-	924	555
PA1858	refseq|NC_002516.2|chromosome	2017967	2018794	-	828	367
PA1859	refseq|NC_002516.2|chromosome	2018803	2019690	-	888	921
PA1860	refseq|NC_002516.2|chromosome	2019776	2020603	+	828	1614
PA1861	refseq|NC_002516.2|chromosome	2020625	2021710	-	1086	1080
PA1862	refseq|NC_002516.2|chromosome	2021712	2022398	-	687	680
PA1863	refseq|NC_002516.2|chromosome	2022411	2023166	-	756	1264
PA1864	refseq|NC_002516.2|chromosome	2023281	2023931	-	651	1328
PA1865	refseq|NC_002516.2|chromosome	2024065	2025744	+	1680	6051
PA1866	refseq|NC_002516.2|chromosome	2025737	2028013	+	2277	4233
PA1867	refseq|NC_002516.2|chromosome	2028454	2028981	+	528	52
